item_id,arm,alpha,grid_total_mass,mode,p450_norm,p350_norm,p400_425_norm,p450_raw,p350_raw,grid_total_mass_b,mode_b,p450_norm_b,p350_norm_b,p400_425_norm_b,logp_300,logp_325,logp_350,logp_375,logp_400,logp_425,logp_450,logp_475,logp_500,pnorm_300,pnorm_325,pnorm_350,pnorm_375,pnorm_400,pnorm_425,pnorm_450,pnorm_475,pnorm_500,logp_b_300,logp_b_325,logp_b_350,logp_b_375,logp_b_400,logp_b_425,logp_b_450,logp_b_475,logp_b_500,pnorm_b_300,pnorm_b_325,pnorm_b_350,pnorm_b_375,pnorm_b_400,pnorm_b_425,pnorm_b_450,pnorm_b_475,pnorm_b_500
cake_impl_01,mu_D,0.0,0.8840484397366504,350,0.01709264601102549,0.6857316694659585,0.11496012068155309,0.015110727037017964,0.6062200124693891,0.6855783221063176,350,0.015801097365931088,0.7151481655527989,0.09523338502660611,-5.250465393066406,-4.002171993255615,-0.5005123019218445,-2.0006370544433594,-2.567304849624634,-3.6933608055114746,-4.192350387573242,-7.44301700592041,-6.358595848083496,0.005933019699982429,0.020672962921910048,0.6857316694659585,0.15298833035627232,0.08680757184691233,0.028152548834640766,0.01709264601102549,0.0006623121522014976,0.00195893871109666,-5.580236911773682,-4.338766574859619,-0.7127580642700195,-2.295567035675049,-3.0092613697052,-4.137554168701172,-4.525168418884277,-7.716853618621826,-6.732470512390137,0.005501445623133786,0.01903884251404528,0.7151481655527989,0.14688952510936118,0.07195107976223968,0.023282305264366435,0.015801097365931088,0.0006494653398994488,0.001738073468224057
cake_impl_01,mu_D,0.5,0.8945067999869319,350,0.014096237767425796,0.6834676933058874,0.10433906916963295,0.012609180537194982,0.6113664992334992,0.7137807838894143,350,0.013124123596307262,0.7100012836984578,0.08779714478282928,-5.492020130157471,-4.118516445159912,-0.492058664560318,-1.8671557903289795,-2.6232872009277344,-3.8743386268615723,-4.373330116271973,-7.623767852783203,-6.342654705047607,0.004605346553942435,0.018187264709017575,0.6834676933058874,0.17279091205588126,0.08112172887026023,0.023217340299372717,0.014096237767425796,0.0005463312513538006,0.0019671451868587667,-5.821503639221191,-4.450465202331543,-0.6796678900718689,-2.1307525634765625,-3.0210466384887695,-4.274590492248535,-4.670482635498047,-7.92604923248291,-6.713454246520996,0.004151339398968175,0.016353950121361618,0.7100012836984578,0.16636465644502,0.06829851538354872,0.019498629399280556,0.013124123596307262,0.0005060526496826666,0.001701449307373147
cake_impl_01,mu_D,1.0,0.9143893788660996,350,0.013745034578369971,0.685860181051825,0.1047534972202173,0.01256831363060878,0.6271432649409688,0.7444325570652287,350,0.01256968492145331,0.7127354560152297,0.08994466200492748,-5.591550827026367,-4.218245506286621,-0.46658027172088623,-1.8416755199432373,-2.6265366077423096,-3.7525882720947266,-4.3765764236450195,-7.627085208892822,-6.571287631988525,0.004078393797975018,0.016103047739699755,0.685860181051825,0.1733960944993809,0.07910036215610475,0.025653135064112556,0.013745034578369971,0.0005326817378286032,0.0015310693747035687,-5.885752201080322,-4.486827850341797,-0.6337779760360718,-2.1027297973632812,-2.9841678142547607,-4.111928939819336,-4.671600341796875,-7.897267818450928,-6.903114318847656,0.0037327159188987494,0.015120636218790449,0.7127354560152297,0.16404790696500088,0.06794649001913958,0.021998171985787913,0.01256968492145331,0.000499384209649026,0.0013495537460503338
cake_impl_01,mu_D,2.0,0.9332349032100163,350,0.013731337794085275,0.659475154015737,0.09235042791414418,0.012814563697207211,0.6154452315272869,0.8039718764775287,350,0.012270202499198527,0.6807020420571329,0.0778418113723781,-5.860390663146973,-4.237311363220215,-0.48540931940078735,-1.6104638576507568,-2.7321228981018066,-3.858308792114258,-4.357172966003418,-7.732601165771484,-6.676059722900391,0.0030540328213111883,0.015479897607802627,0.659475154015737,0.21408855957895828,0.06973697875621736,0.022613449157926815,0.013731337794085275,0.00046965939011019104,0.0013509308778512157,-6.070417881011963,-4.475127696990967,-0.6028215885162354,-1.7762776613235474,-3.0519227981567383,-4.178943634033203,-4.618772506713867,-7.946199417114258,-6.970665454864502,0.0028734930717844672,0.014165629487169566,0.6807020420571329,0.21053851543630964,0.05879303942349032,0.019048771948887776,0.012270202499198527,0.0004403201741314568,0.0011679859018954115
cake_impl_01,mu_D,4.0,0.9618261337311133,350,0.013376179402056036,0.5891607530145421,0.1052665013405035,0.012865558918373312,0.5666702092180883,0.8854100053712032,350,0.012548466877328416,0.600287845524234,0.09523809150610282,-6.442969799041748,-4.569876194000244,-0.567977786064148,-1.317972183227539,-2.603166341781616,-3.604196548461914,-4.353201389312744,-7.728524208068848,-6.93437385559082,0.0016548445199369907,0.010770389586289073,0.5891607530145421,0.2783013931846455,0.07697729559869186,0.02828920574181164,0.013376179402056036,0.00045755995655743186,0.001012378995469696,-6.574465274810791,-4.702493667602539,-0.6320504546165466,-1.3990552425384521,-2.7859723567962646,-3.7873454093933105,-4.499861240386963,-7.860630035400391,-7.143493175506592,0.0015761646550337186,0.010246806230173712,0.600287845524234,0.2787748578090478,0.06965032598444787,0.02558776552165495,0.012548466877328416,0.00043553927717421905,0.0008922281209051838
cake_impl_01,mu_Dprime_native,0.0,0.8840484397366504,350,0.01709264601102549,0.6857316694659585,0.11496012068155309,0.015110727037017964,0.6062200124693891,0.6855783221063176,350,0.015801097365931088,0.7151481655527989,0.09523338502660611,-5.250465393066406,-4.002171993255615,-0.5005123019218445,-2.0006370544433594,-2.567304849624634,-3.6933608055114746,-4.192350387573242,-7.44301700592041,-6.358595848083496,0.005933019699982429,0.020672962921910048,0.6857316694659585,0.15298833035627232,0.08680757184691233,0.028152548834640766,0.01709264601102549,0.0006623121522014976,0.00195893871109666,-5.580236911773682,-4.338766574859619,-0.7127580642700195,-2.295567035675049,-3.0092613697052,-4.137554168701172,-4.525168418884277,-7.716853618621826,-6.732470512390137,0.005501445623133786,0.01903884251404528,0.7151481655527989,0.14688952510936118,0.07195107976223968,0.023282305264366435,0.015801097365931088,0.0006494653398994488,0.001738073468224057
cake_impl_01,mu_Dprime_native,0.5,0.8974251566373722,350,0.012628955803207442,0.6915764977289846,0.09348075502249112,0.01133354263985989,0.6206381468011593,0.7588581789362349,350,0.011138200625381196,0.7161254184739805,0.07949736085805094,-5.476980686187744,-3.97867751121521,-0.47700706124305725,-1.852115511894226,-2.729947805404663,-3.9808754920959473,-4.4799885749816895,-7.855498790740967,-6.588076114654541,0.004659928691767239,0.020848944444436284,0.6915764977289846,0.17483895972660138,0.0726775858343294,0.02080316918816172,0.012628955803207442,0.0004319186758836682,0.0015340399066282177,-5.713232517242432,-4.218156814575195,-0.6098403334617615,-2.0613670349121094,-3.0516769886016846,-4.339147090911865,-4.773314952850342,-8.071968078613281,-6.886733531951904,0.00435124988322654,0.019405156621358277,0.7161254184739805,0.16772548341569907,0.06230356591444839,0.01719379494360255,0.011138200625381196,0.00041136580326118664,0.0013457643190423589
cake_impl_01,mu_Dprime_native,1.0,0.9163574682296011,350,0.010108239281058825,0.7069166900528475,0.08478451492541705,0.009262760555850067,0.647788388346077,0.8266534203570685,350,0.009301600785677511,0.7220161972495681,0.0741950294265574,-5.809159278869629,-4.310657978057861,-0.43419119715690613,-1.8092360496520996,-2.806713342666626,-4.057642459869385,-4.681753158569336,-8.057194709777832,-6.819095611572266,0.0032737782347396177,0.01465008360394514,0.7069166900528475,0.178728513581014,0.06591662445445823,0.018867890470958826,0.010108239281058825,0.0003457322354472924,0.0011924480855304207,-5.958249568939209,-4.480405807495117,-0.51607745885849,-1.925998330116272,-3.037179946899414,-4.315220832824707,-4.86793851852417,-8.226884841918945,-7.055473327636719,0.003126378989280147,0.013704431173630176,0.7220161972495681,0.17628935388941805,0.058029127598707805,0.01616590182784959,0.009301600785677511,0.0003234341273836458,0.001043574358485062
cake_impl_01,mu_Dprime_native,2.0,0.928782361465406,350,0.00700038983329027,0.705662696143362,0.06850601753473398,0.006501838600541757,0.655407065322077,0.8958523601163283,350,0.006693933415208963,0.7093940068636518,0.06448860935043599,-6.047486782073975,-4.423979759216309,-0.42249876260757446,-1.6725223064422607,-3.035637617111206,-4.161564350128174,-5.035670280456543,-8.286001205444336,-7.045661926269531,0.002545047557217243,0.012905535904729292,0.705662696143362,0.20217098747402718,0.0517279627732834,0.016778054761450584,0.00700038983329027,0.0002713447606781514,0.0009379807919617574,-6.1118879318237305,-4.489109992980957,-0.4533238410949707,-1.703160047531128,-3.12632155418396,-4.276343822479248,-5.116533279418945,-8.367927551269531,-7.150239944458008,0.0024740265447481804,0.012536256203203226,0.7093940068636518,0.20327807874461856,0.0489800651196591,0.015508544230776895,0.006693933415208963,0.00025919033162034665,0.0008758985465130188
cake_impl_01,mu_Dprime_native,4.0,0.8648191564757725,350,0.03764244558742726,0.615992778109043,0.14167948076432324,0.032553908040604006,0.5327223547594302,0.8598663084146269,350,0.03743136304561361,0.6171746195962299,0.14068304631509015,-4.629734992980957,-3.6316514015197754,-0.629754900932312,-2.0048656463623047,-2.674835681915283,-2.9260387420654297,-3.4248578548431396,-6.300013542175293,-5.455832481384277,0.011282525891654236,0.030610366895833782,0.615992778109043,0.15573011768187262,0.07969082489324698,0.061988655871076256,0.03764244558742726,0.0021233108631857037,0.004938974206660351,-4.635316848754883,-3.6399025917053223,-0.6335816383361816,-2.009685754776001,-2.684872627258301,-2.9424052238464355,-3.4362246990203857,-6.309008598327637,-5.468984603881836,0.011284349744405541,0.030533701610779892,0.6171746195962299,0.15587398328630406,0.07934940978913962,0.061333636525950544,0.03743136304561361,0.0021164180016617446,0.004902518399915069
